queue_length,blocking_probability,rec_full_probability,seed
0.3874586440299224,0.2800806871893533,0.044623448942361164,1000
0.3401121345898603,0.3321224457815996,0.16189852928507276,1001
0.5108934310711741,0.29015770528270834,0.06952925677020244,1002
0.48344123585558973,0.35359866199836015,0.04867753778177757,1003
0.32625960655881214,0.26068904909847207,0.01351451727882204,1004
0.3518403176879584,0.2578716026554118,0.07749958787965056,1005
1.7338537930696782,0.25263024913403537,0.07719897500321736,1006
1.1837721030924315,0.3373642635844335,0.07266697948381193,1007
0.5814210792829491,0.29256473844857916,0.016560317724765582,1008
0.7551879259227269,0.29596932752825317,0.09403235181999457,1009
0.3598089160016068,0.33609100344398324,0.0838246877670897,1010
2.0562741238830613,0.31871366661035144,0.11068700447936045,1011
1.6619874344798904,0.4037553686786612,0.21261628816988012,1012
0.47368822535056565,0.2677477824642535,0.014850688101367495,1013
0.370904289203716,0.2865798970129976,0.0,1014
0.38569479430432646,0.3716846315249106,0.09462282341633795,1015
0.3254725463875185,0.3686294586286565,0.011213476342156355,1016
0.8314364223274843,0.35060314547814053,0.04085633516897974,1017
0.4046906807301407,0.33868549165933404,0.0879024624435724,1018
0.7922777821368981,0.253258595179733,0.07856254207859024,1019
